htid	recordid	OCLC	LOCnum	author	imprint	datetype	startdate	enddate	textdate	place	enumcron	materialtype	subjects	genres	title	enum_start_date	enum_end_date	inferred_date	filter_status
mdp.39015075035587	382357	23625857	QA601.C33	Carver, Walter Buckingham,	Lancaster, Pa.;Press of the New era printing company;1905.	s	1905	    	1905	pau	<blank>	monograph	Configurations	NotFiction	On the Cayley-Veronese class of configurations			1905	ok
loc.ark:/13960/t09w1bf8r	11210552	<blank>	PS2393.M35	Milbank, Maria Louisa (Wakeman),	New York.;The Knickerbocker press;c1905.	s	1905	    	1905	xx 	<blank>	monograph	<blank>	NotFiction	A portrait			1905	ok
nyp.33433008280871	8598736	38890201	<blank>	English, Douglas,	London;S.H. Bousfield & Co., Ltd.;1905.	s	1905	    	1905	enk	<blank>	monograph	Anecdotes;Animals	NotFiction	Beasties courageous;			1905	ok
nyp.33433066625520	248744	18561446	PS3531.E26S6 1905	Peck, Ellen Brainerd.	Boston;R.G.Badger;1905.	s	1905	    	1905	mau	<blank>	monograph	<blank>	NotFiction	Songs by the sedges			1905	ok
uc2.ark:/13960/fk09w0904w	6613907	331210	E78.M65J8	Jordan, Francis,	Philadelphia;Lancaster, Pa.;Press of the New Era Printing Company;1906.	s	1906	    	1906	pau	<blank>	monograph	Middle states;Kitchen-middens;Fishing;Antiquities;Indians of North America;Middle Atlantic States	NotFiction	Aboriginal fishing stations on the coast of the middle Atlantic states			1906	ok
loc.ark:/13960/t1mg84j0b	7645580	3062035	<blank>	Adams, Oscar Fay,	Boston;Jones;1906	n	1906	    	1906	mau	<blank>	monograph	<blank>	NotFiction	Sicut patribus			1906	ok
uc2.ark:/13960/t7jq0wj1b	6511873	26735578	<blank>	<blank>	New York;Cincinnati [etc.;Benziger brothers;1906-[c1912	m	1906	1912	1906-1912	nyu	v.04	monograph	Encyclopedias and dictionaries	NotFiction;Encyclopedia;Dictionary	Round the world;			1906	ok
mdp.49015002163351	4437365	507346	PS3040.F06	Thoreau, Henry David,	Boston;New York;Houghton, Mifflin and company;1906.	s	1906	    	1906	mau	v.11	monograph	<blank>	NotFiction	The writings of Henry David Thoreau			1906	ok
mdp.49015002199652	4552163	3859531	DA485.S989	Paston, George,	London;Methuen & co.;1906	s	1906	    	1906	enk	<blank>	monograph	Caricatures and cartoons;18th century;Social life and customs;England	NotFiction	Social caricature in the eighteenth century			1906	ok
loc.ark:/13960/t0xp7k778	6516884	18616294	<blank>	Riley, William Wendell.	Los Angeles, Cal.;Commercial Printing House;1906.	s	1906	    	1906	cau	<blank>	monograph	<blank>	NotFiction	Poems of love and home			1906	ok
uc2.ark:/13960/t4hm5k42f	1584920	3697712	RC111.L2	Langfeld, Millard,	Philadelphia;P. Blakiston's son & co.;1907.	s	1907	    	1907	pau	<blank>	monograph	Parasites;Communicable diseases;Manitoba	NotFiction	Introduction to infectious and parasitic diseases			1907	ok
nyp.33433066651336	8648105	1737529	DC28.T75	Tozier, Josephine,	New York;Dodd, Mead and Company;1907.	s	1907	    	1907	nyu	<blank>	monograph	Description and travel;France	Fiction	A spring fortnight in France			1907	ok
chi.086734483	10846928	9885100	<blank>	Ritter, Etienne A.	Denver, Col.;Ores and metals;c1907	r	1907	uuuu	1907	cou	c.1	monograph	Ore deposits	NotFiction	The origin of ore deposits			1907	ok
nyp.33433076023138	160678	999440	PZ3.N524Po	Nicholson, Meredith,	Indianapolis;The Bobbs-Merrill company;1907	s	1907	    	1907	inu	<blank>	monograph	<blank>	Fiction	The Port of missing men			1907	ok
miun.afu3609.0001.001	1354972	5511391	<blank>	Pinkham, L. E.	Honolulu;The Bulletin publishing co., ltd.;1907.	s	1907	    	1907	hiu	<blank>	monograph	Hawaii;Railroads;Railroads and state	UnknownGenre	Transportation in the territory of Hawaii			1907	ok
nyp.33433076062060	168679	302794	PZ3.W64N	Wiggin, Kate Douglas Smith,	Boston;New York;Houghton, Mifflin and company;1907.	s	1907	    	1907	mau	<blank>	monograph	<blank>	Fiction	New chronicles of Rebecca			1907	ok
loc.ark:/13960/t7kp8925z	197814	5058854	F351.T54	Thwaites, Reuben Gold,	Iowa City, Ia.;The State historical society of Iowa;1907.	s	1907	    	1907	iau	<blank>	monograph	History;Mississippi River Valley	NotFiction	The romance of Mississippi Valley history			1907	ok
uc1.b3688157	10137226	<blank>	<blank>	Gowen, Herbert H.	New York;Cochrane publishing co.;1908.	s	1908	    	1908	nyu	<blank>	monograph	Fiction;d. 1819;the Great, king of the Hawaiian Islands;I;Kamehiameha	NotFiction	Hawaiian idylls of love and death			1908	ok
uc2.ark:/13960/t4gm8522d	450922	191256	DC28.W6	Wharton, Edith,	New York;C. Scribner's sons;1908.	s	1908	    	1908	nyu	<blank>	monograph	Description and travel;France	NotFiction	A motor-flight through France			1908	ok
uc2.ark:/13960/t8mc8v49w	1222753	6506277	PA3973.B2	Norwood, Gilbert,	Manchester;University Press;1908.	s	1908	    	1908	enk	<blank>	monograph	Euripides;Bacchae	NotFiction;Bibliographies	The riddle of the Bacchae;			1908	ok
loc.ark:/13960/t3rv0xh7b	9589909	5632286	E173.H25	Harding, Samuel Bannister,	Indianapolis;The Hollenbeck press;1908.	s	1908	    	1908	inu	<blank>	monograph	Speeches, addresses, etc., American;Sources;Politics and government;United States	NotFiction	Select orations illustrating American political history;			1908	ok
mdp.39015011357145	3914447	68792721	<blank>	Herodotus.	London;Macmillan and co.;1908.	s	1908	    	1908	enk	v.2	monograph	IsBiographical	NotFiction;Autobiography	Herodotus			1908	ok
mdp.39015068280752	1587127	5191151	RM811.D6	Dieffenbach, William Hermann,	New York;Rebman company;c1909	s	1909	    	1909	nyu	<blank>	monograph	Hydrotherapy	NotFiction	Hydrotherapy;			1909	ok
nyp.33433072186541	8633486	7026777	TT785.M3	Mahaffy, Mae Yoho,	Boston, Mass.;The Priscilla Publishing Company;c1909.	s	1909	    	1909	mau	<blank>	monograph	Drawn-work	NotFiction	The Priscilla drawn work book;			1909	ok
nyp.33433074943303	8683423	14117901	<blank>	Shakespeare, William,	New York;Bigelow Smith;c1909	s	1909	    	1909	nyu	v. 33, Timon of Athens	monograph	<blank>	NotFiction	The Aldus Shakespeare			1909	ok
uc1.b3354246	1383303	265407	B832.J4	James, William,	New York [etc.;Longmans, Green, and co.;1909.	s	1909	    	1909	nyu	<blank>	monograph	Truth;Reality	NotFiction	The meaning of truth			1909	ok
loc.ark:/13960/t96691w72	9602340	18185716	PS3503.U79V6 1909	Bushnell, Joseph.	Jackson, Minn.;1909.	s	1909	    	1909	mnu	<blank>	monograph	<blank>	NotFiction	Voices of the past, present and future			1909	ok
uiug.30112019841037	11467920	22372047	<blank>	Powers, M. Ray.	Clemson College, S.C.;South Carolina Agricultural Experiment Station;1909.	s	1909	    	1909	scu	no.142	monograph	Haemonchus contortus;Diseases and pests;Sheep;Cattle	NotFiction	Stomach worm disease of sheep and young cattle			1909	ok
nyp.33433075838742	7703574	8683609	<blank>	Stedman, Edmund Clarence,	Norwich;Academy press;1909	r	1909	    	1909	ctu	<blank>	monograph	<blank>	NotFiction	The inland city;			1909	ok
pst.000057481562	11199716	82639178	<blank>	Spaulding, Frank Ellsworth,	New York;Newson & company;c1909].	s	1909	    	1909	xx 	v.5	monograph	Readers	NotFiction	1st-7th reader			1909	ok
uc1.b4036466	9623369	5276826	PA4414.A1W3	Sophocles.	London;Macmillan and co., limited;1909-14.	m	1909	1914	1909-1914	enk	v.2	monograph	<blank>	NotFiction	Sophocles in English verse			1909	ok
inu.32000002741280	1277163	2204306	GR450.H3	Hartland, Edwin Sidney,	London;D. Nutt;1909-1910.	m	1909	1910	1909-1910	enk	v. 2	monograph	Primitive societies;Mythology;Childbirth;Paternity	NotFiction;Bibliographies	Primitive paternity			1909	ok
uc2.ark:/13960/t5r788c8j	7679388	223677300	<blank>	Driver, S. R.	Edinburgh;T. & T. Clark;1909.	 	1909	    	1909	stk	<blank>	monograph	O.T;Introductions;History and criticism;O. T;Bible;Hebrew literature	Handbooks;NotFiction;Bibliographies;Encyclopedia	An introduction to the literature of the Old Testament			1909	ok
nnc1.1000028657	8402855	19578482	<blank>	Crothers, Samuel McChord,	Boston;New York;Houghton Mifflin;1910.	s	1910	    	1910	mau	<blank>	monograph	Holmes, Oliver Wendell;1809-1894	NotFiction	Oliver Wendell Holmes;			1910	ok
uiuo.ark:/13960/t84j0k83t	7655394	1597564	E164.D29	Davis, John,	Boston;Print. priv. and offered for subscription only to members of the Bibliophile society;1910.	s	1910	    	1910	mau	v.2	monograph	Description and travel;United States	NotFiction;ContainsBiogMaterial	Travels of John Davis in the United States of America			1910	ok
uva.x000491184	9793307	12795646	<blank>	Page, Thomas Nelson,	New York;C. Scribner's Sons;1910-12.	m	1910	1912	1910-1912	nyu	V.11	monograph	<blank>	Fiction	The novels, stories, sketches and poems of Thomas Nelson Page			1910	ok
nyp.33433082245493	8694654	599414	ML161.C77	Cooke, James Francis,	Philadelphia;Theodore Presser Company;c1910.	s	1910	    	1910	pau	<blank>	monograph	History and criticism;Music	NotFiction	Standard history of music			1910	ok
mdp.39015074718399	1742596	243911649	<blank>	<blank>	Boston;1880-86.	m	1880	1886	1880-1886	nau	v.32 1910	monograph	Insanity;Public health;Public welfare;Massachusetts	UnknownGenre	First [-seventh] annual report of the State board of health, lunacy and charity [1879-1885]	1910.0		1910	ok
mdp.39015079987114	274296	66267203	<blank>	<blank>	Washington, D. C.?;1911	s	1911	    	1911	dcu	<blank>	monograph	Devil postpile national monument, Calif	NotFiction	Devil postpile national monument, California			1911	ok
mdp.39015067265853	1613935	5351743	TJ148.M7	Moyer, James Ambrose,	New York [etc.;McGraw-Hill book company;1911.	s	1911	    	1911	nyu	<blank>	monograph	Testing;Machinery;Steam power-plants	NotFiction	Power plant testing;			1911	ok
uc2.ark:/13960/t4wh2gf6d	7653212	613163	<blank>	Beresford, J. D.	New York;George H. Doran;1911.	 	1911	    	1911	   	<blank>	monograph	<blank>	UnknownGenre	Early history of Jacob Stahl			1911	ok
uc1.b3808363	6723313	20764196	F799.H125	Hacket, Charles Wilson,	Austin? Tex.;The Texas State Historical Association?;1911?	r	1911	1911	1911	txu	<blank>	monograph	New Mexico;Pueblo Indians;History	NotFiction	The revolt of the Pueblo Indians of New Mexico in 1680			1911	ok
mdp.39015062805893	450418	8821457	<blank>	<blank>	New York;Public library;1911.	s	1911	    	1911	nyu	<blank>	monograph	<blank>	Catalog;NotFiction	Catalogue of paintings in the picture galleries			1911	ok
mdp.39015020452051	1606151	3174884	DK262.P84	Prelooker, Jaakoff,	London;Chapman and Hall, ltd.;1911.	s	1911	    	1911	xx 	<blank>	monograph	Social conditions;Soviet Union	NotFiction	Russian flashlights			1911	ok
njp.32101063607657	8917181	11488675	<blank>	MacGuinness, Charles.	New York;Broadway Publishing;c1911.	s	1911	    	1911	nyu	<blank>	monograph	<blank>	NotFiction	Forty-five selections			1911	ok
uc2.ark:/13960/t1qf8n12c	7659207	1517962	DA670.P27G4	Gilchrist, Murray,	London;Blackie;1911?	 	1911	    	1911	   	<blank>	monograph	Peak District (England)	UnknownGenre	The Peak district			1911	ok
uc1.b3669456	397446	554503	D358.B7	Browning, Oscar,	London;New York [etc.;Cassell and company limited;1912.	s	1912	    	1912	enk	v.2	monograph	19th century;20th century;History, Modern	NotFiction	A history of the modern world, 1815-1910;			1912	ok
nyp.33433076088826	6678329	284961	PZ3.K489Ju	Kester, Vaughan,	Indianapolis;The Bobbs-Merrill Company;c1912	s	1912	    	1912	inu	<blank>	monograph	<blank>	Fiction	The just and the unjust			1912	ok
uc1.b3581982	1599515	2628802	PT167.H3	Hargrave, Mary.	London;T. W. Laurie;1912	s	1912	    	1912	xx 	<blank>	monograph	Romanticism;Salons;Intellectual life;Germany;Women	NotFiction	Some German women and their salons			1912	ok
mdp.39015019743833	1502195	6827814	SK313.R4	Reed, Chester A.	Worcester, Mass.;C. K. Reed;1912.	s	1912	    	1912	mau	<blank>	monograph	Game and game-birds;United States	NotFiction	American game birds			1912	ok
wu.89073035339	8651710	8003091	<blank>	<blank>	Scranton;1912.	s	1912	    	1912	pau	<blank>	monograph	Description and travel;Scranton (Pa.)	NotFiction	Scranton;			1912	ok
uc2.ark:/13960/t7zk5897w	7660142	13367803	<blank>	Giles, M. Corbett.	London;Chiswick Press;1912?	s	1912	    	1912	enk	<blank>	monograph	<blank>	NotFiction	The sinner saint;			1912	ok
mdp.39015066541577	1975124	68154151	<blank>	<blank>	Camb.;Riverside press;1912.	s	1912	    	1912	mau	<blank>	monograph	<blank>	UnknownGenre	[Constitution, by-laws, members]			1912	ok
mdp.39015021316131	1354861	67315716	<blank>	<blank>	Shanghai, Manila;G. B. Rea;1912.	s	1912	    	1912	cc 	<blank>	monograph	East Asia;Railroads	UnknownGenre	China's railway problems			1912	ok
uc2.ark:/13960/t9377784p	6559604	18160080	<blank>	Faber, Oscar,	London;Arnold;1912.	s	1912	    	1912	enk	<blank>	monograph	Reinforced concrete	NotFiction	Reinforced concrete design			1912	ok
uc1.$b351352	644202	1824845	NA7391.D3	Dana, William Sumner Barton,	New York;The William T. Comstock co.;c1913	s	1913	    	1913	nyu	<blank>	monograph	Switzerland;Architecture, Domestic;Designs and plans	NotFiction;Bibliographies	The Swiss châlet book;			1913	ok
mdp.39015006418183	118659	2567495	QA805.S635	Slocum, S. E.	New York;H. Holt and company;1913.	s	1913	    	1913	nyu	<blank>	monograph	Mechanics	NotFiction	The theory and practice of mechanics			1913	ok
uc1.b4719397	11256702	83791469	<blank>	Henry, O.,	New York;Doubleday, Page & Co.;1913.	s	1913	    	1913	nyu	v.3	monograph	<blank>	NotFiction	[Collected works]			1913	ok
uc2.ark:/13960/t9m32pz2f	1509369	2410210	SH159.M5	Meehan, William Edward,	New York;Sturgis & Walton company;1913.	s	1913	    	1913	nyu	<blank>	monograph	Fish culture;United States	NotFiction	Fish culture in ponds and other inland waters			1913	ok
yale.39002013370284	8729090	485859	BT78.F67K55	Knox, Ronald Arbuthnott,	London;New York [etc.;Longmans, Green, and co.;1913.	s	1913	    	1913	enk	<blank>	monograph	Modernist-fundamentalist controversy	NotFiction	Some loose stones;			1913	ok
uc1.32106010354907	234436	456577	<blank>	Macaulay, Thomas Babington Macaulay,	London;Macmillan and co., limited;1913-1915.	m	1913	1915	1913-1915	enk	v.5	monograph	James II, 1685-1688;Great Britain;William and Mary, 1689-1702;History	NotFiction	The history of England, from the accession of James the Second			1913	ok
mdp.39015053685296	1796686	428944	<blank>	Heredia, José-Maria de,	San Francisco;Printed for the author;1913.	s	1913	    	1913	cau	<blank>	monograph	<blank>	UnknownGenre	Sonnets from the Trophies of José-Maria de Heredia			1913	ok
uiuo.ark:/13960/t3jw89m5s	1439858	543456	PN544F32	Faguet, Émile,	New York, N.Y.;Putnam's sons;1914.	s	1914	    	1914	nyu	<blank>	monograph	History and criticism;Literature	NotFiction	Initiation into literature			1914	ok
uc2.ark:/13960/fk4fn1106q	6156234	12576452	<blank>	Stratemeyer, Edward,	Boston;Lothrop, Lee & Shepard Co.;1914.	s	1914	    	1914	mau	<blank>	monograph	<blank>	Fiction	Dave Porter in the gold fields			1914	ok
mdp.39015006727989	648708	169634	H1.A4HD7239.A3A3	<blank>	Philadelphia;American academy of political and social science;1914.	s	1914	    	1914	pau	<blank>	monograph	City planning	NotFiction	Housing and town planning			1914	ok
uva.x030551368	9778287	704021034	J81.B96f	<blank>	New York;1914-1916	m	1914	1916	1914-1916	nyu	V.7	monograph	<blank>	NotFiction	A compilation of the messages and papers of the presidents			1914	ok
uc1.b4139398	6165336	14785418	<blank>	Abderhalden, Emil,	London;Bale & Danielsson;1914	s	1914	    	1914	xx 	<blank>	monograph	<blank>	NotFiction	Defensive ferments of the animal organism against substances out of harmony with the body, the blood-plasma and the cells;			1914	ok
mdp.39015070378743	1873353	18143482	<blank>	Walker, James Backhouse,	Tasmania;J. Vail;1914.	s	1914	    	1914	at 	<blank>	monograph	Tasmania;History	UnknownGenre	Early Tasmania;			1914	ok
nyp.33433069326878	158330	5316462	PS2364.M8P6	Martin, Edward Sandford,	New York;C. Scribner's sons;1914.	s	1914	    	1914	nyu	<blank>	monograph	<blank>	NotFiction	Poems			1914	ok
uc2.ark:/13960/t39z92h7d	7646844	9646920	BX510.B93 1914	Byford, Chas. T.	London;Kingsgate Press;1914	 	1914	    	1914	enk	<blank>	monograph	Christian sects;Orthodox Eastern Church;Religion;Soviet Union	NotFiction	The soul of Russia			1914	ok
mdp.39015031301677	633559	4852166	Z8568.8.E87	Esdaile, Arundell James Kennedy,	London;Constable and co.;1914.	s	1914	    	1914	enk	<blank>	monograph	1828-1909;Meredith, George;Bibliography	NotFiction	A chronological list of George Meredith's publications, 1849-1911			1914	ok
mdp.39015012368117	2043282	26826933	<blank>	<blank>	London;H. M. Stationery off., Darling and son, ltd. [printers;1914.	s	1914	    	1914	enk	<blank>	monograph	Light;Optical instruments;Bibliography;Sound;Musical instruments	UnknownGenre	Subject list of works on sound and light (including music, musical instruments, and general optical instruments) in the library of the Patent office			1914	for-content
loc.ark:/13960/t9183xm2p	9573477	<blank>	S495.C15	Call, Leland Everett,	Topeka;The State of Kansas state printing plant;1914.	s	1914	    	1914	ksu	<blank>	monograph	Agriculture	NotFiction	Agriculture for the Kansas common schools			1914	ok
njp.32101078169164	9037443	3011811	<blank>	<blank>	Portland, Or.;Beach-Thomas Company;1914	s	1914	    	1914	oru	<blank>	monograph	Dolph, Cyrus A;1840-1914	NotFiction	Resolutions and memorial addresses on the life and character of Cyrus A. Dolph			1914	ok
mdp.39015020224377	1432307	4614275	HD5235.R2.1914.W327	<blank>	Chicago;1915	s	1915	    	1915	ilu	v.5	monograph	Railroads;Arbitration, Industrial;Western railroads arbitration, 1914-1915;Statistics;Employees;Locomotive engineers;United States	NotFiction;Statistics	Exhibits presented by the Brotherhood of locomotive engineers and the Brotherhood of locomotive firemen and enginemen [in the Western railroads arbitration, 1914-1915]			1915	ok
mdp.39015020449206	1967726	68151715	<blank>	Harper, Samuel N.	Chicago, Ill.;University of Chicago press;1915	s	1915	    	1915	ilu	<blank>	monograph	20th century;Soviet Union;History	UnknownGenre	The Russia I believe in;			1915	ok
nyp.33433066338561	8631256	13039621	T48.B65	Bond, A. Russell	New York;Munn & Co., Inc.;1915.	r	1915	1914	1915	nyu	<blank>	monograph	Engineering;Technology;Juvenile literature	NotFiction;Juvenile audience	Pick, shovel and pluck;			1915	ok
mdp.35112204302931	10459891	1817112	KJA1905.L4 1915x	Lee, R. W.	Oxford;Clarendon Press;1915	s	1915	    	1915	enk	<blank>	monograph	Netherlands;Law;Roman-Dutch law	NotFiction	An introduction to Roman-Dutch law			1915	ok
uc2.ark:/13960/t0ms3n76b	6545004	2673455	PQ2605.A36B4 1915	Cammaerts, Émile	London;John Lane;New York;John Lane company;1915.	s	1915	    	1915	xx 	<blank>	monograph	Poetry;World War, 1914-1918	NotFiction	Belgian poems;			1915	ok
wu.89097191183	5767348	273915	<blank>	Gill, Richard Hooker Keller,	Boston;Sherman, French;1915.	s	1915	    	1915	mau	<blank>	monograph	Psychology, Religious	NotFiction	The psychological aspects of Christian experience			1915	ok
mdp.39015034229115	2981419	2136151	HQ1597.M4	Meikle, Wilma	London;G. Richards ltd.;1916.	s	1916	    	1916	enk	<blank>	monograph	Women;Great Britain;Suffrage;Social conditions	NotFiction	Towards a sane feminism			1916	ok
loc.ark:/13960/t3cz3g20h	9576843	8173609	F144.T7S12	Donnelly, Frederick W.	Trenton, N.J.;s.n.;1916.	s	1916	    	1916	nju	<blank>	monograph	1871-1916;Trenton (N.J.);Sadler, Wilbur Fisk;IsBiographical;History	NotFiction;Biography	A memorial tribute to Gen. Wilbur F. Sadler, Jr., 1871-1916			1916	ok
uva.x030809378	9795485	3928718	<blank>	Driver, S. R.	New York;C. Scribner's sons;1916.	s	1916	    	1916	nyu	<blank>	monograph	Criticism, interpretation, etc;Introductions;History and criticism;Bible;Hebrew literature;Old Testament	NotFiction	An introduction to the literature of the Old Testament			1916	ok
wu.89078541745	2018376	4605674	<blank>	Beggs, George Erle.	New York;John Wiley & sons, inc.; [etc., etc.;1916.	s	1916	    	1916	nyu	<blank>	monograph	Strains and stresses	UnknownGenre	Live-load stresses in railway bridges			1916	ok
uc1.b3666398	6698757	25351031	<blank>	Buckley, Christopher Augustine,	Berkeley;1916.	s	1916	    	1916	cau	<blank>	monograph	<blank>	NotFiction;Bibliographies	Comment on recent decisions in constitutional law, property and damages			1916	ok
uc2.ark:/13960/t78s4m46s	7647414	33188890	TS1061.F3	Farnham, Albert Burton,	Columbus, O.;A.R. Harding;c1916	 	1916	    	1916	ohu	<blank>	monograph	Fur	NotFiction	Home manufacture of furs and skins;			1916	ok
nyp.33433008947727	8597691	7019305	<blank>	Eastman, Crystal,	New York;Survey Associates;1916 [c1910	t	1916	1910	1916	nyu	<blank>	monograph	Working class;Wounds and injuries;United States;Employers' liability	NotFiction	Work-accidents and the law			1916	ok
uc1.$b662607	1510458	243132	T56.J6	Jones, Edward David,	New York;Longmans, Green;1916.	s	1916	    	1916	nyu	<blank>	monograph	Industrial efficiency;Factory management	NotFiction;Bibliographies	The administration of industrial enterprises			1916	ok
loc.ark:/13960/t4pk0vq35	9577239	<blank>	SB253.O6	<blank>	Eugene;University of Oregon;1916	s	1916	    	1916	oru	<blank>	monograph	Oregon;Flax	NotFiction	The culture and manufacture of flax for fibre and seed			1916	ok
mdp.35128000170264	5303472	<blank>	<blank>	<blank>	Washington;Govt. Print. Off.;1916.	s	1916	    	1916	dcu	v.1-2	monograph	United States;Commerce;Competition, International	NotFiction;Bibliographies	Report on cooperation in American export trade			1916	ok
nnc1.ar53751221	8411662	3602340	<blank>	<blank>	Grand Rapids, Mich.;Dean-Hicks company;c1916	s	1916	    	1916	miu	<blank>	monograph	Decoration and ornament	NotFiction	Home interiors;			1916	ok
uc1.b4238044	661617	860751	BF173.W5	White, William A.	New York;The Macmillan company;1916.	s	1916	    	1916	nyu	<blank>	monograph	Psychoanalysis;Psychology, Pathological	NotFiction	Mechanisms of character formation;			1916	ok
uc2.ark:/13960/t7sn06148	1173155	2168105	Z6616.P6U5	<blank>	Washington;Govt. print. off.;1917.	s	1917	    	1917	dcu	<blank>	monograph	1883-;Manuscripts;1804-1869;Leech, Wilmer Ross;1876-1940;Bibliography;Catalogs;Sources;Pierce, Franklin;Fitzpatrick, John Clement;United States;History	NotFiction	Calendar of the papers of Franklin Pierce			1917	ok
loc.ark:/13960/t6nz8x88n	1141994	4423762	JK570.C6	Corwin, Edward S.	Princeton;Princeton university press; [etc., etc.;1917.	s	1917	    	1917	nju	<blank>	monograph	Presidents;Powers and duties;Foreign relations;United States	NotFiction	The President's control of foreign relations			1917	ok
uc1.32106010022959	7123491	221503390	<blank>	Horne, Charles F.	New York;Parke;1917	s	1917	    	1917	nyu	v.3	monograph	Egyptian literature;Texts;History and criticism;Persian literature;Oriental literature;Apocrypha;Japanese literature;Bible;Buddhism;Chinese literature;Hebrew literature;Sanskrit literature;Brahmanism;New Testament;Old Testament;Akkadian language	NotFiction	The sacred books and early literature of the East;			1917	ok
nyp.33433074806054	673002	2854026	PS3527.A72B6 1917	Nathan, George Jean,	New York;Philip Goodman company;1917.	s	1917	    	1917	nyu	<blank>	monograph	<blank>	NotFiction	Bottoms up			1917	ok
uc1.b4100468	6059814	1461930	<blank>	Thomas, Edward,	London;Selwyn & Blount;1917.	s	1917	    	1917	enk	<blank>	monograph	<blank>	NotFiction;Bibliographies	Poems			1917	ok
mdp.39015002707639	1376739	3552011	PS2649.P5 1917	Henry, O.,	Garden City, N.Y.;Doubleday, Page;1917.	s	1917	    	1917	nyu	v.11	monograph	<blank>	Mixed	Complete writings of O. Henry [i.e. W.S. Porter]			1917	ok
mdp.39015066978472	1124273	1522393	HF1017C65	Copeland, Melvin Thomas,	Cambridge;Harvard university press;1917.	s	1917	    	1917	mau	<blank>	monograph	Cost accounting;Statistics;Business	NotFiction	Business statistics			1917	ok
nyp.33433007318060	8598567	22041237	HN64.R15	Rabinowitz, Samuel,	Brooklyn, N.Y.;S. Rabinowitz;1917.	s	1917	    	1917	nyu	<blank>	monograph	Economics;Social problems;Miscellanea;Government ownership	NotFiction	Capitalism			1917	ok
uc2.ark:/13960/t4kk96g25	6570809	10515616	HD8053.C8A5 1918	<blank>	Hartford;Pub. by the state;1918.	s	1918	    	1918	ctu	<blank>	monograph	Working class;Connecticut;Labor movement;Labor	NotFiction	Report of the Department of Labor on the conditions of wage-earners in the state			1918	ok
loc.ark:/13960/t6446586w	9566530	<blank>	PS635.Z9S6483	Smith, Henry Clapp. [old catalog heading]	New York;Samuel French;c1918.	s	1918	    	1918	nyu	<blank>	monograph	<blank>	Fiction	Bunk;			1918	ok
uiug.30112102050728	11398080	16572535	<blank>	Miller, E. A.	Washington, D.C.;U.S. Dept. of Agriculture;1918.	s	1918	    	1918	dcu	no.646	monograph	Agricultural education;Swine	NotFiction	Lessons on pork production for elementary rural schools			1918	ok
loc.ark:/13960/t07w77p5v	11212449	<blank>	PS3507.A7115S6 1918PS634.F6	Davies, Mary Carolyn.	New York;E. Arens;1918.	s	1918	    	1918	nyu	<blank>	monograph	<blank>	NotFiction	The slave with two faces;			1918	ok
mdp.39015010744558	1058354	1005308	PA6221.A2	Ausonius, Decimus Magnus.	London;W. Heinemann;New York;G. P. Putnam's sons;1919-21.	s	1919	    	1919-1921	enk	v.2	monograph	<blank>	NotFiction	Ausonius			1919	ok
uc2.ark:/13960/t5w66g78c	8708740	12112363	JX1963.B425	Beck, Emil G.,	Chicago;Ill.;1919	s	1919	    	1919	ilu	<blank>	monograph	Arbitration (International law)	NotFiction	Reciprocal representation in a world's assembly; international bonding and reciprocity defense army (international)			1919	ok
njp.32101023643453	8887006	2901338	<blank>	Smith, Justin Harvey,	New York;Macmillan;1919, c1911.	t	1919	1911	1919	nyu	<blank>	monograph	Annexation to the United States;Texas	NotFiction	The annexation of Texas			1919	ok
uc1.b3657967	1459715	376543	ML3838.S43	Seashore, Carl E.	Boston, New York [etc.] Silver, Burdett and company;c1919	|	1919	||||	1919	|||	Copy 2	monograph	Psychological tests;Psychological aspects;Music	NotFiction	The psychology of musical talent			1919	ok
loc.ark:/13960/t56d6nx4b	9582672	<blank>	SB201.R28L9	[Carrier, Lyman],	Washington;Govt. print. off.;1919	s	1919	    	1919	dcu	<blank>	monograph	<blank>	NotFiction	Red top (Agrostis alba)			1919	ok
uc1.31158003397857	11159650	18240715	<blank>	<blank>	Stanford University, Calif.;Stanford Book Store on the campus;c1919	s	1919	    	1919	cau	<blank>	monograph	Description and travel;Views;Stanford University	NotFiction	Where the rolling foothills rise, comprising scenes in color and duotone, on and near the Stanford campus, with a poem by David Starr Jordan and a historical sketch by Orrin Leslie Elliott			1919	ok
uc1.b3071263	7698398	18286771	<blank>	<blank>	(Duluth);1919.	s	1919	    	1919	mnu	v. 5 1919	monograph	Curricula;Education	NotFiction	Report of progress	1919.0		1919	ok
nnc1.cu10941541	8421416	23596051	<blank>	Callan, Charles J.	New York;Joseph F. Wagner, Inc.;c1920.	s	1920	    	1920	nyu	v.1	monograph	joint comp;Church year sermons;McHugh, John A;(John Ambrose);1880-1950	NotFiction	Program for a parochial course of doctrinal instructions for all Sundays and holy days of the year based on the teachings of the catechism of the Council of Trent and harmonized with the Gospels and Epistles of the Sundays and feasts			1920	ok
mdp.39015007562286	328302	1027368	N6310.W6	Worringer, Wilhelm,	New York;G. E. Stechert & co.;1920	s	1920	    	1920	nyu	<blank>	monograph	Art, Gothic;Architecture, Gothic	NotFiction	Form problems of the Gothic			1920	ok
